0
121
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
-132,-701,0.75
