0
201
315,-823,2.5
315,-823,2.5
306,-832,2.5
306,-841,2.5
297,-850,2.5
288,-850,2.5
279,-859,2.5
270,-859,2.5
261,-850,2.5
252,-841,2.5
252,-841,2.5
261,-832,2.5
270,-823,2.5
279,-814,2.5
288,-805,2.5
297,-796,2.5
306,-787,2.5
315,-778,2.5
324,-769,2.5
333,-760,2.5
342,-751,2.5
342,-742,2.5
342,-733,2.5
342,-724,2.5
342,-715,2.5
342,-706,2.5
342,-697,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
349,-681,2.5
340,-672,2.5
331,-663,2.5
322,-654,2.5
313,-645,2.5
313,-636,2.5
313,-627,2.5
322,-618,2.5
331,-609,2.5
340,-600,2.5
349,-591,2.5
358,-582,2.5
367,-573,2.5
376,-564,2.5
385,-555,2.5
394,-546,2.5
403,-537,2.5
412,-528,2.5
421,-519,2.5
430,-510,2.5
439,-501,2.5
448,-492,2.5
457,-483,2.5
466,-474,2.5
475,-465,2.5
484,-456,2.5
493,-447,2.5
502,-438,2.5
502,-429,2.5
502,-420,2.5
502,-411,2.5
502,-402,2.5
511,-393,2.5
520,-384,2.5
529,-375,2.5
538,-366,2.5
538,-366,2.5
529,-375,2.5
520,-384,2.5
511,-393,2.5
502,-402,2.5
493,-411,2.5
484,-420,2.5
475,-429,2.5
466,-438,2.5
457,-438,2.5
448,-429,2.5
439,-420,2.5
430,-420,2.5
421,-411,2.5
412,-402,2.5
403,-393,2.5
394,-384,2.5
394,-375,2.5
394,-366,2.5
394,-357,2.5
385,-348,2.5
376,-339,2.5
367,-330,2.5
358,-321,2.5
358,-312,2.5
358,-303,2.5
349,-294,2.5
340,-285,2.5
331,-276,2.5
322,-267,2.5
313,-258,2.5
304,-249,2.5
295,-240,2.5
286,-240,2.5
277,-240,2.5
268,-249,2.5
259,-258,2.5
250,-267,2.5
241,-276,2.5
232,-285,2.5
223,-294,2.5
214,-303,2.5
214,-312,2.5
205,-312,2.5
196,-312,2.5
187,-321,2.5
178,-330,2.5
169,-339,2.5
160,-339,2.5
151,-339,2.5
142,-348,2.5
133,-357,2.5
124,-366,2.5
115,-375,2.5
106,-384,2.5
97,-393,2.5
88,-402,2.5
79,-411,2.5
70,-420,2.5
61,-429,2.5
52,-438,2.5
43,-447,2.5
34,-456,2.5
25,-465,2.5
16,-474,2.5
7,-483,2.5
-2,-492,2.5
-11,-501,2.5
-20,-510,2.5
-29,-519,2.5
-38,-528,2.5
-47,-537,2.5
-56,-546,2.5
-65,-555,2.5
-74,-555,2.5
-83,-564,2.5
-92,-573,2.5
-101,-582,2.5
-110,-591,2.5
-110,-600,2.5
-101,-609,2.5
-92,-618,2.5
-83,-618,2.5
-74,-627,2.5
-65,-636,2.5
-65,-645,2.5
-65,-645,2.5
-65,-636,2.5
-74,-627,2.5
-83,-618,2.5
-92,-618,2.5
-101,-627,2.5
-110,-636,2.5
-119,-645,2.5
-128,-654,2.5
-137,-663,2.5
-146,-672,2.5
-155,-681,2.5
-164,-690,2.5
-173,-699,2.5
-182,-708,2.5
-182,-717,2.5
-173,-726,2.5
-164,-735,2.5
-164,-744,2.5
-155,-744,2.5
-146,-753,2.5
-137,-762,2.5
-128,-771,2.5
-119,-780,2.5
-110,-789,2.5
-101,-789,2.5
-92,-780,2.5
-83,-780,2.5
-74,-789,2.5
-65,-789,2.5
-56,-798,2.5
-47,-807,2.5
-38,-816,2.5
-29,-825,2.5
-20,-834,2.5
-11,-834,2.5
-2,-825,2.5
7,-816,2.5
16,-807,2.5
25,-798,2.5
34,-789,2.5
43,-780,2.5
36,-773,2.5
36,-773,2.5
