0
199
1601,-807,2.5
1601,-814,2.5
1594,-821,2.5
1587,-828,2.5
1580,-835,2.5
1573,-842,2.5
1566,-849,2.5
1559,-849,2.5
1552,-842,2.5
1545,-842,2.5
1538,-835,2.5
1531,-828,2.5
1524,-821,2.5
1517,-814,2.5
1510,-807,2.5
1503,-800,2.5
1496,-793,2.5
1489,-786,2.5
1482,-779,2.5
1475,-772,2.5
1468,-765,2.5
1461,-758,2.5
1454,-751,2.5
1447,-744,2.5
1440,-737,2.5
1433,-730,2.5
1426,-723,2.5
1419,-716,2.5
1412,-709,2.5
1405,-702,2.5
1398,-695,2.5
1391,-688,2.5
1384,-681,2.5
1377,-674,2.5
1370,-667,2.5
1363,-660,2.5
1356,-653,2.5
1349,-646,2.5
1342,-639,2.5
1335,-632,2.5
1328,-625,2.5
1321,-618,2.5
1314,-611,2.5
1307,-604,2.5
1300,-597,2.5
1293,-590,2.5
1286,-583,2.5
1279,-576,2.5
1272,-569,2.5
1265,-562,2.5
1258,-555,2.5
1251,-548,2.5
1244,-541,2.5
1237,-534,2.5
1230,-527,2.5
1223,-520,2.5
1216,-513,2.5
1209,-506,2.5
1202,-499,2.5
1195,-492,2.5
1188,-485,2.5
1181,-478,2.5
1174,-471,2.5
1167,-464,2.5
1160,-457,2.5
1153,-450,2.5
1146,-443,2.5
1139,-436,2.5
1132,-429,2.5
1125,-422,2.5
1118,-415,2.5
1111,-408,2.5
1104,-401,2.5
1097,-394,2.5
1090,-387,2.5
1083,-380,2.5
1076,-373,2.5
1069,-366,2.5
1062,-359,2.5
1055,-352,2.5
1048,-345,2.5
1041,-338,2.5
1034,-331,2.5
1027,-324,2.5
1020,-317,2.5
1013,-310,2.5
1006,-303,2.5
999,-296,2.5
992,-289,2.5
985,-282,2.5
978,-275,2.5
971,-268,2.5
964,-261,2.5
957,-254,2.5
950,-247,2.5
943,-240,2.5
936,-233,2.5
929,-226,2.5
922,-219,2.5
915,-212,2.5
908,-205,2.5
901,-198,2.5
894,-191,2.5
887,-184,2.5
880,-177,2.5
873,-170,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-165,2.5
862,-158,2.5
855,-151,2.5
848,-151,2.5
841,-158,2.5
834,-165,2.5
827,-172,2.5
820,-179,2.5
813,-186,2.5
806,-193,2.5
799,-200,2.5
792,-207,2.5
785,-214,2.5
778,-214,2.5
771,-207,2.5
764,-200,2.5
757,-200,2.5
750,-200,2.5
743,-207,2.5
736,-214,2.5
729,-221,2.5
722,-228,2.5
715,-235,2.5
708,-242,2.5
708,-249,2.5
701,-256,2.5
694,-263,2.5
687,-270,2.5
680,-277,2.5
673,-284,2.5
666,-291,2.5
659,-298,2.5
652,-305,2.5
652,-312,2.5
659,-319,2.5
659,-319,2.5
659,-319,2.5
666,-312,2.5
673,-305,2.5
680,-298,2.5
687,-298,2.5
694,-305,2.5
701,-312,2.5
708,-319,2.5
715,-326,2.5
715,-333,2.5
715,-340,2.5
708,-347,2.5
701,-354,2.5
694,-361,2.5
694,-368,2.5
687,-375,2.5
680,-382,2.5
673,-389,2.5
666,-396,2.5
659,-403,2.5
659,-403,2.5
666,-403,2.5
673,-410,2.5
680,-417,2.5
680,-424,2.5
687,-431,2.5
694,-431,2.5
694,-424,2.5
701,-417,2.5
708,-417,2.5
708,-424,2.5
701,-431,2.5
701,-438,2.5
708,-438,2.5
715,-431,2.5
722,-424,2.5
729,-424,2.5
736,-417,2.5
743,-410,2.5
750,-403,2.5
757,-396,2.5
764,-389,2.5
764,-382,2.5
771,-375,2.5
778,-375,2.5
785,-368,2.5
792,-361,2.5
800,-369,2.5
800,-369,2.5
